"51,さとりちゃん,B,・そよ風ヒルズ　ひょうたん池博物館（夜）,野菜,・"
"52,よつめ,B,・さくらチュータウン　さくら第一小学校　校舎の中（夜）,野菜,・"
"53,天狗,S,・ストーリークリア後のサブクエスト,お菓子,・Sランクサブクエストで友達になる"
"54,ほむら天狗,S,・団々坂　月見峠　木の上(昼),お菓子,・"
"55,キュウビ,S,・ストーリークリア後のサブエクスト,魚,・キュウビの入手方法"
"56,犬神,S,・,魚,・【妖怪ガシャ】スペシャルコインor黄色コイン"
"57,だるだるま,E,・さくらニュータウン　あちこちの機械の下,パン,・"
"58,だるまっちょ,B,・団々坂　こひなた駅前通り　機械の下,パン,・【合成】妖怪「だるだるま」と「ちからモチ」"
"59,ゴリだるま,B,・さくらニュータウン　さくら第一小学校　校舎の中（夜）,パン,・"
"60,ムリカベ,E,・さくらニュータウン　あちこちの茂みの中,ラーメン,・"
"61,むりだ城,A,・妖魔界,ラーメン,・【進化】ムリカベがLv.29で進化"
"62,シロカベ,A,・妖魔界,ラーメン,・"
"63,ヨロイさん,D,・団々坂　竹林のおんぼろ屋敷,野菜,・"
"64,モレゾウ,C,・さくらニュータウン　さくら第一小学校　茂みの中（昼）,おにぎり,・"
"65,ブルファント,C,・さくらニュータウン　さくら第一小学校　茂みの中（夜）,おにぎり,・"
"66,トオセンボン,D,・さくら中央シティ　工事現場（夜）,牛乳,・"
"67,くろがねセンボン,D,・桜町地下水道,牛乳,・"
"68,ふじのやま,C,・おおもり山　廃トンネル,おにぎり,・"
"69,さくらのじま,B,・そよ風ヒルズ　ひょうたん池博物館(夜),おにぎり,・"
"70,グレるりん,E,・さくらニュータウン　ひとなし路地,ラーメン,・"
"71,ゴクドー,B,・そよ風ヒルズ　ひょうたん池博物館（夜）,ラーメン,・"
"72,アニ鬼,A,・そよ風ヒルズ　ひょうたん池　ボートの上,ラーメン,・妖怪レンズでウォッチをする"
"73,武者かぶと,B,・おおもり山　登山道　木の上(夜),野菜,・"
"74,カブト無双,S,・さくらニュータウン 魚屋の交差点　木の上（夜）,野菜,・"
"75,オオツノノ神,S,・おおもり山　登山道（夜）,野菜,・"
"76,ドウカク,C,・さくら中央シティ　工事現場,牛乳,・"
"77,ギンカク,B,・さくら中央シティ　工事現場（夜）,牛乳,・【合成】】妖怪「ドウカク」「ドウカク」"
"78,キンカク,A,・,牛乳,・【合成】妖怪「ギンカク」「ギンカク」"
"79,プラチナカク,S,・そよ風ヒルズ　ひょうたん池公園　木の上(夜),牛乳,・【合成】妖怪「キンカク」アイテム「プラチナゴット」"
"80,ロボニャン,A,・さくら中央シティ　工事現場3階　ゴミ置き場,魚,・"
"81,ゴルニャン,S,・,魚,・【妖怪ガシャ】スペシャルコインorオレンジコイン"
"82,だいぼらぼっち,S,・クリア後のサブクエスト,野菜,・Sランクサブクエストで友達になる"
"83,うみぼうず,S,・さくら中央シティ　さざなみ公園　海(雨),野菜,・"
"84,しゃれこ婦人,E,・団々坂　こっそり空地,バーガー,・"
"85,カラカラさん,C,・そよ風ヒルズ　あちこち茂みの中,バーガー,・【合成】妖怪「しゃれこ婦人」と「モテモ天」"
"86,ほね美人,B,・そよ風ヒルズ　ひょうたん池博物館,バーガー,・"
"87,セミまる,E,・さくらニュータウン　木・団々坂　木の上,飲み物,・"
"88,カゲまる,C,・そよ風ヒルズ　木の上,ジュース,・【進化】セミマルのLv.21を上げる"
"89,ヒグラシまる,B,・そよ風ヒルズ　ひょうたん池公園　木の上（昼）,ジュース,・"
"90,さむガリ,E,・おおもり山　どんこ池,ラーメン,・"
"91,ガリ王子,S,・おおもり山　どんこ池（昼）,ラーメン,・【合成】妖怪「さむガリ」とアイテム「雪王マント」"
"92,あつガルル,S,・ムゲン地獄　第7階層,ラーメン,・"
"93,ジャバニャン,D,・ムゲン地獄　第5・6階層,魚,・メインクエスト中"
"94,トゲニャン,B,・さくら中央シティ　オフィス街（昼）駐車場の動くスケボーをウォッチする。,魚,・【合成】妖怪「ジバニャン」と「イガイガグリ」"
"95,ワルニャン,B,・さくら中央シティ　オフィス街（夜）駐車場の動くスケボーをウォッチする。,魚,・【合成】妖怪「ジバニャン」と「グレるりん」"
"96,ノガッパ,D,・さくらニュータウン　西の川,野菜,・"
"97,たびガッパ,A,・団々坂　東の川・おつかい横丁　かげむら医院,野菜,・【進化】ノガッパのLv.32を上げると進化"
"98,なみガッパ,A,・さくら中央シティ　海（昼）,野菜,・"
"99,コマさん,D,・ムゲン地獄,牛乳,・"
"100,ししコマ,A,・妖魔界　えっけん回廊,牛乳,・"
