"1,ぶようじん防,E,・団々坂　機械の下,おにぎり,・"
"2,がらあきん防,C,・おつかい横丁　あんのん団地,おにぎり,・【進化】ぶようじん防がLv.18で進化"
"3,さきがけの助,B,・団々坂　こひなた通り　機械の下（昼）,おにぎり,・"
"4,ダラケ刀,E,・おおもり山　廃トンネル　洞窟,ジュース,・"
"5,ザンバラ刀,E,・さくら中央シティ　工事現場,ジュース,・【進化】ダラケ刀がLv.20で進化"
"6,ダララだんびら,C,・さくら中央シティ　工事現場,ジュース,・"
"7,ちからモチ,D,・さくらニュータウン　魚屋の交差点　機械の下,おにぎり,・"
"8,やきモチ,D,・さくら中央シティ　さくらビジネスガーデンビル,おにぎり,・"
"9,カブトさん,D,・団々坂　おんぼろ屋敷,野菜,・"
"10,ゲンマ将軍,A,・妖魔界　あらくれ街道,野菜,・【合成】妖怪「カブトさん」と「ヨロイさん」"
"11,黄泉ゲンスイ,S,・団々坂　竹林のおんぼろ屋敷　離れ,野菜,・竹林のおんぼろ屋敷 離れ"
"12,メラメライオン,D,・さくら中央シティ　工事現場,肉,・"
"13,グラグライオン,B,・さくらチュータウン　さくら第一小学校　校舎（夜）,肉,・"
"14,轟獅子,Ａ,・さくらニュータウン　さくら第一小学校　茂みの中（夜・雨）,肉,・"
"15,しょうブシ,C,・おつかい横丁　機械の下,魚,・サブクエストで友達になる"
"16,まさむね,A,・合成限定,魚,・【合成】妖怪「しょうブシ」と「名刀マサムネ」"
"17,むらまさ,A,・合成限定,魚,・【合成】妖怪「しょうブシ」と「名刀ムラマサ」"
"18,くさなぎ,S,・合成限定,魚,・【合成】妖怪「しょうぶし」と「神剣クサナギ」"
"19,ベンケイ,B,・そよ風ヒルズ　えびす台　機械の下,料理,・"
"20,からくりベンケイ,B,・そよ風ヒルズ　ひょうたん池博物館（夜）,料理,・"
"21,やまと,B,・おつかい横丁　たそがれ通り　機械の下,おにぎり,・"
"22,カブキ猿,A,・さくらチュータウン　さくら第一小学校　校舎（夜）,おにぎり,・"
"23,クワノ武士,B,・おおもり山　登山道　木の上（夜）,野菜,・"
"24,クワガ大将,S,・おおもり山　登山道　木の上,野菜,・【合成】妖怪「クワノ武士」と「大将の魂」"
"25,オオクワの神,S,・なし,野菜,・【妖怪ガシャ】スペシャルコインor赤コイン"
"26,くしゃ武者,S,・ムゲン地獄　第7階層,肉,・Sランクサブクエストで友達になる"
"27,なまはげ,S,・おつかい横丁　あんのん団地　空き部屋（夜）,肉,・赤信号を無視し続けると出現。"
"28,ズルズルづる,E,・団々坂　竹林のおんぼろ屋敷,魚,・"
"29,かぜカモ,D,・そよ風ヒルズ　西の川,魚,・"
"30,わすれん帽,E,・さくら中央シティ　木の上（夜）,お菓子,・"
"31,ばか頭巾,E,・さくら中央シティ　木の上（夜）,お菓子,・"
"32,つづかな僧,E,・団々坂　竹林のおんぼろ屋敷,バーガー,・"
"33,やめたい師,C,・団々坂　正天寺　お墓,バーガー,・【進化】】つづかな僧がLv.15で進化"
"34,もうせん和尚,C,・団々坂　あんのん団地　B-201,バーガー,・"
"35,わらえ姉,D,・団々坂　お団子台　木の上（昼）,バーガー,・"
"36,青くちびる,C,・団々坂　お団子台　木の上（夜）,パン,・"
"37,バクロ婆,D,・団々坂　竹林のおんぼろ屋敷,ラーメン,・"
"38,ババァーン,B,・なし,ラーメン,・【合成】】妖怪「バクロ婆」と「わらえ姉」"
"39,ドクロ婆,C,・おつかい横丁　かげむら医院 3階　車椅子（かげむら医院の外に出て建物の左側のツタから）,ラーメン,・"
"40,モテモ天,D,・さくら中央シティ　木の上,パン,・"
"41,モテマクール,A,・おつかい横丁　かげむら医院,パン,・"
"42,モテヌス,A,・さくら中央シティオフィス街　機械の下(夜),パン,・"
"43,でんぱく小僧,D,・団々坂　電柱の上,おにぎり,・"
"44,でんじん,A,・ムゲン地獄,おにぎり,・"
"45,はつでんしん,S,・ムゲン地獄,おにぎり,・"
"46,うんがい鏡,C,・そよ風ヒルズ　木の上,料理,・メインクエスト中に友達になる"
"47,ヤミ鏡,A,・そよ風ヒルズ　木の上（夜）,料理,・"
"48,まぼ老師,C,・そよ風ヒルズ　機械の下,料理,・"
"49,かげ老師,C,・さくら中央シティ　工事現場,料理,・"
"50,ほう老師,B,・おつかい横丁　かげむら医院,料理,・"
