"101,コマじろう,D,・団々坂　おんぼろ屋敷,牛乳,・"
"102,とらじろう,A,・おつかい横丁　かげむら医院,牛乳,・"
"103,バク,D,・団々坂　竹やぶの道　竹やぶ,ジュース,・"
"104,ハク,C,・おつかい横丁　あんのん団地,ジュース,・"
"105,キュン太郎,C,・おおもり山　神社　茂みの中,バーガー,・"
"106,ズキュキュン太,B,・妖魔界　えっけん回廊,バーガー,・【合成】妖怪「キュン太郎」と「愛のシャク」"
"107,裏キュン太,A,・妖魔界　えっけん回廊,バーガー,・"
"108,ゆきおんな,B,・さくらニュータウン　さくら第一小学校　校舎（夜）,お菓子,・"
"109,ふぶき姫,S,・,お菓子,・【合成】妖怪「ゆきおんな」と「白銀のかみどめ」"
"110,百鬼姫,S,・,お菓子,・【妖怪ガシャ】スペシャルコインor桃コイン"
"111,ワカメくん,E,・さくら中央シティ　さざなみ公園　海,ラーメン,・"
"112,コンブさん,E,・さくら中央シティ　さざなみ公園　海（夜）,ラーメン,・"
"113,メカブちゃん,D,・さくら中央シティ　さざなみ公園　海,ラーメン,・"
"114,うらやましろう,E,・団々坂　こっそり空地,ラーメン,・"
"115,つまみぐいのすけ,D,・おつかい横丁　茂みの中,ラーメン,・"
"116,ひも爺,E,・さくらニュータウン　怪しい路地裏　ゴミ置き場,おにぎり,・"
"117,くいい爺,B,・さくらニュータウン　怪しい路地裏　ゴミ置き場,おにぎり,・"
"118,こめ爺,B,・妖魔界,おにぎり,・ウォッチロックＳを進んだ場所"
"119,びんボーイ,D,・さくら中央シティ　塾への近道　ゴミ捨て場(夜),牛乳,・"
"120,らくてん童,C,・さくら中央シティ　塾への近道 ゴミ捨て場(昼),牛乳,・"
"121,ぜっこう蝶,D,・おおもり山　木の上（昼）,ジュース,・"
"122,ゼッコウ蝶,D,・おおもり山　木の上（夜）,シュース,・"
"123,サイコウ蝶,A,・おつかい横丁　かげむら医院,ジュース,・【合成】妖怪「ぜっこう蝶」と「ゼッコウ蝶」"
"124,アゲアゲハ,S,・おおもり山　登山道,ジュース,・"
"125,ホノボーノ,C,・さくら中央シティ　学生通り　木の上,パン,・"
"126,ヒョウヘンヌ,A,・妖魔界　うそつき山,パン,・【合成】妖怪「ドンヨリーヌ」と「ノホホーン」"
"127,ヒョウヘンナ,A,・妖魔界　うそつき山,パン,・"
"128,サンタク老師,B,・さくらニュータウン　さんかく通り　木の上(夜),牛乳,・"
"129,ふくろじい,B,・さくらニュータウン　さくら第一小学校　校舎（夜）,牛乳,・"
"130,さいの目入道,A,・妖魔界,お菓子,・"
"131,ゾロ目大明神,A,・そよ風ヒルズ　機械の下,お菓子,・"
"132,雷オトン,A,・団々坂　お団子台　電柱の上（夜）,肉,・"
"133,絶オジイ,S,・団々坂　お団子台　電柱の上（雨・夜）,肉,・"
"134,聖オカン,S,・ムゲン地獄　第3階層,野菜,・"
"135,心オバア,S,・,野菜,・【妖怪ガシャャ】スペシャルコインor緑コイン"
"136,みちび鬼,E,・さくらニュータウン　あちこちの茂みの中,お菓子,・"
"137,えこひい鬼,D,・さくら中央シティ　ゆきおんなの裏道,お菓子,・"
"138,かたのり小僧,E,・団々坂　おんぼろ屋敷,お菓子,・"
"139,かたのり親方,C,・団々坂　廃トンネル　東の洞窟,お菓子,・【合成】妖怪「かたのり小僧」と「親方ダンベル」"
"140,ぎっくり男,B,・団々坂　廃トンネル,お菓子,・"
"141,ネガティブーン,E,・さくらニュータウン　木の上・さくらニュータウン　路地裏,ジュース,・"
"142,ジャネガブーン,C,・さくらニュータウン　木の上,ジュース,・【進化】ネガティブーンがレベルで進化"
"143,かゆかゆ,A,・さくらニュータウン　木の上（雨）,ジュース,・"
"144,ジミー,E,・さくらニュータウン,おにぎり,・"
"145,カゲロー,B,・よそ風ヒルズ　もののけ道,おにぎり,・【進化】ジミーのレベルを上げると進化"
"146,カイム,A,・おつかい横丁　かげむら医院,おにぎり,・"
"147,ヒキコウモリ,D,・おおもり山　廃トンネル,肉,・"
"148,ドジコウモリウ,A,・妖魔界　うそつき山,肉,・【合成】妖怪「ヒキコウモリ」と「ネクラマテング」"
"149,ヤドコウモリ,A,・妖魔界　あらくれ街道,肉,・"
"150,ぎしんあん鬼,D,・さくらニュータウン,料理,・"
